,CAAB,Class,Order,Family,Subfamily,Genus,Species,Global.Region,Australian.common.name,Marine.region,Length.measure,a,b,aLL,bLL,Source,Source_Level,Local.region,Feeding.guild,EPBC.Threat.Status,IUCN.Ranking,FB.Vulnerability,FB.countries,FB.Status,FB.Length_MAX,FB.LTypeMaxM,RLS.trophic.level,RLS.trophic.breadth,RLS.trophic.group,RLS.water.column,RLS.substrate.type,RLS.complexity,RLS.night.day,RLS.gregariousness,RLS.thermal.niche,RLS.vulnerability,Fishing.mortality,Fishing.type,Fishing.intensity,MinLegal.NT,MaxLegal.NT,Bag.NT,MinLegal.WA,MaxLegal.WA,Bag.WA,MinLegal.QLD,MaxLegal.QLD,Bag.QLD,MinLegal.NSW,MaxLegal.NSW,Bag.NSW,MinLegal.Vic,MaxLegal.Vic,Bag.Vic,MinLegal.SA,MaxLegal.SA,Bag.SA,MinLegal.Tas,MaxLegal.Tas,Bag.Tas
Stanulus talboti,37408085,Actinopterygii,Perciformes,Blenniidae,,Stanulus,talboti,Australia,Talbot's blenny,CS/Lord.Howe.Island,TL,0.00741,3,0,1,FishBase,LWR estimates for this (Sub)family-body shape,,,,Least Concern,10,Australia/Japan/New.Caledonia/Tonga,native,48,TL,2,2.888889,Browsing herbivore,benthic,Hard bottom,Medium,Day,1,21.77294,10,N,,,,,,,,,,,,,,,,,,,,,,,
Stegastes albifasciatus,37372130,Actinopterygii,Perciformes,Pomacentridae,Pomacentrinae,Stegastes,albifasciatus,Australia,Whitebar gregory,SW/NW/CS/Christmas.Island/Cocos.Keeling,TL,0.0296,3,0,1.08579,FishBase,Species specific,West/Southwest,,,,24.47,Australia/Solomon.Islands/China/Christmas.Island/Cocos.(Keeling).Islands/Cook.Islands/Fiji/French.Polynesia/Kiribati/Guam/India/Indonesia/Japan/Maldives/Mauritius/New.Caledonia/Vanuatu/Micronesia.(Federated.States.of)/Marshall.Islands/Palau/Papua.New.Guinea/Philippines/R̩union/Seychelles/Viet.Nam/Tonga/Samoa,native,130,TL,2,5.857143,Browsing herbivore,Demersal,Hard bottom,Medium,Day,1,23.073,24,N,,,,,,,,,,,,,,,,,,,,,,,
Stegastes apicalis,37372131,Actinopterygii,Perciformes,Pomacentridae,Pomacentrinae,Stegastes,apicalis,Australia,Yellowtip gregory,TE/NW/N/CS/Lord.Howe.Island,TL,0.01995,2.99,,,FishBase,LWR estimates for this Genus-body shape,SEQ,,,,26.31,Australia/New.Caledonia,native,150,TL,2.1,5.857143,Browsing herbivore,Demersal,Hard bottom,Medium,Day,1,25.61788,26,N,,,,,,,,,,,,,,,,,,,,,,,
Stegastes fasciolatus,37372132,Actinopterygii,Perciformes,Pomacentridae,Pomacentrinae,Stegastes,fasciolatus,Australia,Pacific gregory,NW/SW,FL,0.0028,4.063,0,1,FishBase,Species specific,West/Southwest/Ningaloo/Pilbara/West/Southwest/Ningaloo/Pilbara,herbivore/herbivore,,,25.86,"American.Samoa/Australia/Solomon.Islands/Sri.Lanka/China/Christmas.Island/Cocos.(Keeling).Islands/Fiji/French.Polynesia/Kiribati/Guam/Hong.Kong/Indonesia/Japan/Kenya/Madagascar/Maldives/Mauritius/Mozambique/New.Caledonia/Vanuatu/New.Zealand/Norfolk.Island/Northern.Mariana.Islands/United.States.Minor.Outlying.Islands/Micronesia.(Federated.States.of)/Marshall.Islands/Palau/Papua.New.Guinea/Philippines/Pitcairn/R̩union/Seychelles/Viet.Nam/South.Africa/Tonga/Tanzania,.United.Republic.of/Samoa/Yemen",native,165,NG,2.2,6,Browsing herbivore,Demersal,Hard bottom,Medium,Day,1,23.68248,28,N,,,,,,,,,,,,,,,,,,,,,,,
Stegastes gascoynei,37372133,Actinopterygii,Perciformes,Pomacentridae,Pomacentrinae,Stegastes,gascoynei,Australia,Coral sea gregory,TE,TL,0.01995,2.99,,,FishBase,LWR estimates for this Genus-body shape,SEQ,,,Least Concern,26.31,Australia/New.Caledonia/New.Zealand/Norfolk.Island,native,150,TL,2.1,5.857143,Browsing herbivore,Demersal,Hard bottom,Medium,Day,1,22.30984,26,N,,,,,,,,,,,,,,,,,,,,,,,
Stegastes insularis,37372150,Actinopterygii,Perciformes,Pomacentridae,Pomacentrinae,Stegastes,insularis,Australia,Island gregory,Christmas.Island/Cocos.Keeling,TL,0.01995,2.99,,,FishBase,LWR estimates for this Genus-body shape,,,,,22.69,,,110,TL,2,5.857143,Browsing herbivore,Demersal,Hard bottom,Medium,Day,1,,23,N,,,,,,,,,,,,,,,,,,,,,,,
Stegastes nigricans,37372135,Actinopterygii,Perciformes,Pomacentridae,Pomacentrinae,Stegastes,nigricans,Australia,Dusky gregory,NW,FL,0.03841,3.01,0,1,FishBase,Species specific,Ningaloo,herbivore,,,12.75,"Australia/Solomon.Islands/Cambodia/Sri.Lanka/China/Cocos.(Keeling).Islands/Comoros/Cook.Islands/Fiji/French.Polynesia/Djibouti/Kiribati/Guam/India/Indonesia/Japan/Jordan/Kenya/Madagascar/Maldives/Mauritius/Mozambique/Nauru/New.Caledonia/Vanuatu/Northern.Mariana.Islands/Micronesia.(Federated.States.of)/Marshall.Islands/Palau/Papua.New.Guinea/Philippines/R̩union/Saudi.Arabia/Seychelles/Singapore/Viet.Nam/Somalia/Tonga/Egypt/Tanzania,.United.Republic.of/Samoa",native,140,TL,2.2,7,Browsing herbivore,Demersal,Hard bottom,Medium,Day,1,25.86283,13,N,,,,,,,,,,,,,,,,,,,,,,,
Stegastes obreptus,37372136,Actinopterygii,Perciformes,Pomacentridae,Pomacentrinae,Stegastes,obreptus,Australia,Western gregory,NW,TL,0.01995,2.99,0,1.149057,FishBase,LWR estimates for this Genus-body shape,Ningaloo/Pilbara,herbivore,,,27.68,Australia/Sri.Lanka/India/Indonesia/Japan/Malaysia/Philippines/Thailand,native,180,SL,2,5.857143,Browsing herbivore,Demersal,Hard bottom,Medium,Day,1,23.1,28,N,,,,,,,,,,,,,,,,,,,,,,,
Stegostoma fasciatum,37013006,Elasmobranchii,Orectolobiformes,Stegostomatidae,,Stegostoma,fasciatum,Australia,Zebra shark,NW/TE/SW/N/CS/SE,TL,0.00389,3.12,0,1.582173,FishBase,LWR estimates for this body shape,Ningaloo/Pilbara/Timor/SEQ,generalist carnivore,,Endangered,77.37,"American.Samoa/Australia/Bahrain/Bangladesh/Myanmar/Cambodia/Sri.Lanka/China/Mayotte/Fiji/Djibouti/Hong.Kong/India/Indonesia/Iran.(Islamic.Republic.of)/Iraq/Israel/Japan/Jordan/Kenya/Kuwait/Macao/Madagascar/Malaysia/Maldives/Mauritius/Mozambique/Oman/New.Caledonia/Micronesia.(Federated.States.of)/Marshall.Islands/Palau/Pakistan/Papua.New.Guinea/Philippines/Qatar/R̩union/Saudi.Arabia/Singapore/Viet.Nam/Somalia/South.Africa/Thailand/Tonga/United.Arab.Emirates/Egypt/Tanzania,.United.Republic.of/Samoa/Yemen",native,3540,TL,,,,,,,,,,,N,,,,,,,700,Y,,,,,,,,,,,,,,,
Stethojulis bandanensis,37384154,Actinopterygii,Perciformes,Labridae,Corinae,Stethojulis,bandanensis,Australia,Redspot wrasse,NW/SW/TE,FL,0.03035,2.581,0,1,FishBase,Species specific,Ningaloo/Pilbara/SEQ,invertebrate carnivore,,Least Concern,24.31,American.Samoa/Australia/China/Christmas.Island/Cook.Islands/Costa.Rica/French.Polynesia/Kiribati/Guam/Indonesia/Japan/Malaysia/New.Caledonia/New.Zealand/Norfolk.Island/Northern.Mariana.Islands/Micronesia.(Federated.States.of)/Marshall.Islands/Palau/Papua.New.Guinea/Philippines/Pitcairn/Viet.Nam/Tonga/Samoa,native,150,TL,3.2,3,benthic invertivore,Demersal,Hard bottom,Low,Day,2,23.84548,25,N,,,,,,,,Y,300,,,,,,,,,,,,,,
Stethojulis interrupta,37384155,Actinopterygii,Perciformes,Labridae,Corinae,Stethojulis,interrupta,Australia,Brokenline wrasse,NW/TE,FL,0.02922,2.60808,0,1,FishBase,Species specific,Ningaloo/Pilbara/NSW,invertebrate carnivore,,Least Concern,22.77,Australia/Bahrain/Solomon.Islands/Indonesia/Japan/Jordan/Kuwait/Malaysia/Mozambique/Oman/New.Caledonia/Northern.Mariana.Islands/Papua.New.Guinea/Philippines/Qatar/Saudi.Arabia/Seychelles/Viet.Nam/Somalia/South.Africa/United.Arab.Emirates/Egypt/Yemen,native,130,TL,3.5,4,benthic invertivore,Demersal,Hard bottom,Low,Day,2,20.88114,24,N,,,,,,,,Y,300,,,,,,,,,,,,,,
Stethojulis strigiventer,37384156,Actinopterygii,Perciformes,Labridae,Corinae,Stethojulis,strigiventer,Australia,Silverstreak wrasse,NW,FL,0.01908,2.87626,0,1,FishBase,Species specific,Ningaloo,invertebrate carnivore,,Least Concern,24.31,"Australia/China/Christmas.Island/Cocos.(Keeling).Islands/French.Polynesia/Kiribati/Guam/India/Indonesia/Japan/Madagascar/Maldives/Mauritius/Mozambique/New.Caledonia/Northern.Mariana.Islands/Micronesia.(Federated.States.of)/Marshall.Islands/Palau/Papua.New.Guinea/Philippines/R̩union/Seychelles/Viet.Nam/Somalia/South.Africa/Tonga/Tanzania,.United.Republic.of/Samoa",native,150,TL,3.2,3,benthic invertivore,Demersal,Hard bottom,Low,Day,2,23.58917,25,N,,,,,,,,Y,300,,,,,,,,,,,,,,
Stigmatopora argus,37282017,Actinopterygii,Syngnathiformes,Syngnathidae,,Stigmatopora,argus,Australia,Spotted pipefish,TE/SE,TL,5.00E-04,3.1,,,FishBase,LWR estimates for this (Sub)family-body shape,,,,Least Concern,20.32,Australia,endemic,254,TL,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,
Stolephorus commersonnii,37086013,Actinopterygii,Clupeiformes,Engraulidae,,Stolephorus,commersonnii,Australia,Commerson's anchovy,NW,TL,0.0154,2.71,0,1.12928,FishBase,Species specific,,,,,14.24,"Australia/Bangladesh/Brunei.Darussalam/Myanmar/Cambodia/Sri.Lanka/China/Comoros/Hong.Kong/India/Indonesia/Iran.(Islamic.Republic.of)/Kenya/Madagascar/Malaysia/Mauritius/Oman/Pakistan/Papua.New.Guinea/Philippines/R̩union/Singapore/Viet.Nam/Somalia/South.Africa/Thailand/Tanzania,.United.Republic.of/Yemen",native,100,SL,,,,,,,,,,,Y,B/C,,,,,,,,,,,,,,,,,,,,,,
Stonogobiops xanthorhinica,37428253,Actinopterygii,Perciformes,Gobiidae,,Stonogobiops,xanthorhinica,Australia,Yellowface shrimpgoby,NW/N/CS,TL,0.00617,3.08,0,1,FishBase,LWR estimates for this (Sub)family-body shape,,,,,15.85,Australia/Solomon.Islands/Fiji/Indonesia/Japan/Palau/Papua.New.Guinea/Philippines,native,60,SL,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,
Strongylura leiura,37235003,Actinopterygii,Beloniformes,Belonidae,,Strongylura,leiura,Australia,Slender longtom,SW/NW/N/CS/TE/SE,FL,0.00981,2.515,0,1,FishBase,Species specific,,,,,50.95,"Australia/Bahrain/Myanmar/Sri.Lanka/China/Mayotte/Fiji/Hong.Kong/India/Indonesia/Iraq/Kenya/Kuwait/Madagascar/Maldives/Mauritius/Mozambique/Oman/New.Caledonia/Micronesia.(Federated.States.of)/Palau/Pakistan/Papua.New.Guinea/Philippines/Qatar/R̩union/Saudi.Arabia/Seychelles/Viet.Nam/Somalia/South.Africa/Thailand/United.Arab.Emirates/Tanzania,.United.Republic.of",native,100,TL,,,,,,,,,,,Y,B/R,,,,,,,,,,,,,,,,,,,,,,
Suezichthys arquatus,37384158,Actinopterygii,Perciformes,Labridae,,Suezichthys,arquatus,Australia,Painted Rainbow wrasse,TE,TL,0.00447,3.14,,,FishBase,LWR estimates for this (Sub)family-body shape,SEQ,,,Least Concern,23.25,Australia/Japan/New.Caledonia/New.Zealand/Norfolk.Island/Philippines,native,135,TL,3.5,3.697368,benthic invertivore,Demersal,Hard bottom,Low,Day,1,20.7512,24,N,,,,,,,,Y,300,,,,,,,,,,,,,,
Suezichthys aylingi,37384159,Actinopterygii,Perciformes,Labridae,,Suezichthys,aylingi,Australia,Crimson cleaner wrasse,SE,TL,0.00447,3.14,,,FishBase,LWR estimates for this (Sub)family-body shape,,,,Least Concern,25.19,Australia/New.Zealand,native,117,SL,3.5,3.697368,benthic invertivore,Demersal,Hard bottom,Low,Day,2,19.29129,26,N,,,,,,,,,,,,,,,,,,,,,,,
Suezichthys bifurcatus,37384160,Actinopterygii,Perciformes,Labridae,,Suezichthys,bifurcatus,Australia,Striped Rainbow wrasse,SW,TL,0.00447,3.14,,,FishBase,LWR estimates for this (Sub)family-body shape,West/Southwest,,,Data Deficient,15.39,Australia,native,90,TL,,,,,,,,,,,N,,,,,,,,Y,,,,,,,,,,,,,,,
Suezichthys cyanolaemus,37384161,Actinopterygii,Perciformes,Labridae,,Suezichthys,cyanolaemus,Australia,Bluethroat Rainbow wrasse,NW/SW,TL,0.00447,3.14,,,FishBase,LWR estimates for this (Sub)family-body shape,West/Southwest/Ningaloo/Pilbara/West/Southwest/Ningaloo/Pilbara,,,Least Concern,21.91,Australia,endemic,97,SL,3.5,3.697368,benthic invertivore,Demersal,Hard bottom,Low,Day,1,20.99964,23,N,,,,,,,,Y,,,,,,,,,,,,,,,
Suezichthys devisi,37384195,Actinopterygii,Perciformes,Labridae,,Suezichthys,devisi,Australia,Australian Rainbow wrasse,TE/CS/SE,TL,0.00447,3.14,,,FishBase,LWR estimates for this (Sub)family-body shape,SEQ,,,Least Concern,23.67,Australia/New.Caledonia,native,140,TL,3.5,3.697368,benthic invertivore,Demersal,Hard bottom,Low,Day,1,19.60042,24,N,,,,,,,,Y,,,,,,,,,,,,,,,
Suezichthys soelae,37384026,Actinopterygii,Perciformes,Labridae,,Suezichthys,soelae,Australia,Soela wrasse,NW/N,TL,0.00447,3.14,,,FishBase,LWR estimates for this (Sub)family-body shape,,,,Least Concern,22.91,Australia/Japan,native,103,SL,,,,,,,,,,,Y,B,,,,,,,,,,,,,,,,,,,,,,
Sufflamen bursa,37465078,Actinopterygii,Tetraodontiformes,Balistidae,,Sufflamen,bursa,Australia/Indonesia/Philippines,Pallid triggerfish,CS/N/TE/NW,TL,0.02162,3,0,1,FishBase,Species specific,Timor/Negros/SEQ,,,,27.8,"American.Samoa/Australia/Christmas.Island/Cocos.(Keeling).Islands/Cook.Islands/Fiji/French.Polynesia/Guam/Indonesia/Japan/Maldives/Mauritius/Mozambique/New.Caledonia/Vanuatu/Niue/Northern.Mariana.Islands/Micronesia.(Federated.States.of)/Marshall.Islands/Palau/Papua.New.Guinea/Philippines/Pitcairn/R̩union/Seychelles/Viet.Nam/Somalia/South.Africa/Tonga/Tanzania,.United.Republic.of/Samoa",native,250,TL,3.1,6,benthic invertivore,Demersal,Hard bottom,Medium,Day,1,26.31144,27,N,,,,,,,,,,,,,,,,,,,,,,,
Sufflamen chrysopterum,37465079,Actinopterygii,Tetraodontiformes,Balistidae,,Sufflamen,chrysopterum,Australia,Eye-stripe triggerfish,NW/Christmas.Island/N/CS/TE/Lord.Howe.Island,TL,0.0153,3.152,,,FishBase,Species specific,Ningaloo/Pilbara/Timor/SEQ,invertebrate carnivore,,,31.02,"American.Samoa/Australia/Bahrain/Sri.Lanka/China/Christmas.Island/Cocos.(Keeling).Islands/Fiji/Guam/India/Indonesia/Japan/Kuwait/Maldives/Mozambique/Oman/New.Caledonia/Vanuatu/Northern.Mariana.Islands/Micronesia.(Federated.States.of)/Marshall.Islands/Palau/Papua.New.Guinea/Philippines/Qatar/R̩union/Saudi.Arabia/Seychelles/Viet.Nam/Somalia/South.Africa/Thailand/Tonga/United.Arab.Emirates/Tanzania,.United.Republic.of/Samoa/Yemen",native,300,TL,3.5,6.5,benthic invertivore,Demersal,Hard bottom,Medium,Day,1,24.86955,30,N,,,,,,,,,,,,,,,,,,,,,,,
Sufflamen fraenatum,37465014,Actinopterygii,Tetraodontiformes,Balistidae,,Sufflamen,fraenatum,Australia,Bridled triggerfish,NW/Christmas.Island/N/CS/TE/Lord.Howe.Island/Norfolk.Island,FL,0.02865,2.96583,0,1,FishBase,Species specific,Ningaloo/Pilbara/Timor/Negros/SEQ,invertebrate carnivore,,Least Concern,34.41,"American.Samoa/Australia/China/Cocos.(Keeling).Islands/Fiji/French.Polynesia/Djibouti/Guam/India/Indonesia/Japan/Kenya/Korea.(Republic.of)/Madagascar/Malaysia/Maldives/Mauritius/Mozambique/Oman/New.Caledonia/Norfolk.Island/Northern.Mariana.Islands/Micronesia.(Federated.States.of)/Marshall.Islands/Palau/Papua.New.Guinea/Philippines/Pitcairn/R̩union/Seychelles/Viet.Nam/Somalia/South.Africa/Tonga/Tanzania,.United.Republic.of/Samoa/Yemen",native,380,TL,3.4,7,benthic invertivore,Demersal,Hard bottom,Medium,Day,1,22.04221,34,N,,,,,,,,,,,,,,,,,,,,,,,
Sutorectus tentaculatus,37013012,Elasmobranchii,Orectolobiformes,Orectolobidae,,Sutorectus,tentaculatus,Australia,Cobbler wobbegong,SE/SW,TL,0.00389,3.12,,,FishBase,LWR estimates for this body shape,,,,Least Concern,51.31,Australia,endemic,920,TL,3.9,3,higher carnivore,benthic,Hard bottom,Medium,Night,1,20.0495,51,N,,,,,,,,,,,,,,,,,,,,,,,
Symphorichthys spilurus,37346052,Actinopterygii,Perciformes,Lutjanidae,Paradicichthyinae,Symphorichthys,spilurus,Australia,Sailfin snapper,CS/N/SW,TL,0.01259,3.03,0,1.059387,FishBase,LWR estimates for this (Sub)family-body shape,West/Southwest/Timor,,,Least Concern,38.55,Australia/Solomon.Islands/Brunei.Darussalam/Cambodia/China/Hong.Kong/Indonesia/Japan/Macao/Malaysia/New.Caledonia/Vanuatu/Micronesia.(Federated.States.of)/Palau/Papua.New.Guinea/Philippines/Timor-Leste/Singapore/Viet.Nam/Thailand/Tonga,native,600,TL,3.8,3.093023,higher carnivore,Demersal,Hard bottom,Low,Day,1,26.708,39,N,,,,,,,,Y,,,,,,,,,,,,,,,
Symphorus nematophorus,37346017,Actinopterygii,Perciformes,Lutjanidae,Paradicichthyinae,Symphorus,nematophorus,Australia,Chinamanfish,CS/N/NW/TE,FL,0.0303,2.874,0,1,FishBase,Species specific,Ningaloo/Pilbara/Timor/SEQ,generalist carnivore,,Least Concern,48.65,Australia/Solomon.Islands/Brunei.Darussalam/Cambodia/China/Hong.Kong/Indonesia/Japan/Macao/Malaysia/New.Caledonia/Vanuatu/Papua.New.Guinea/Philippines/Timor-Leste/Singapore/Viet.Nam/Thailand,native,1000,SL,4.1,4,higher carnivore,Demersal,Hard bottom,Low,Day,1,26.85944,49,Y,C/R,,,,,,,Y,,,,,,,,,,,,,,,
Synaphobranchus kaupii,37070008,Actinopterygii,Anguilliformes,Synaphobranchidae,Synaphobranchinae,Synaphobranchus,kaupii,Australia,Kaup's cut-throat eel,SW,TL,3.00E-04,3.355,,,FishBase,Species specific,West/Southwest,,,Least Concern,53.65,Australia/Bahamas/Brazil/Canada/Cabo.Verde/China/Cuba/Faroe.Islands/France/Greenland/Iceland/Ireland/Japan/Mauritania/Morocco/Namibia/Nigeria/Philippines/Portugal/Saint.Pierre.and.Miquelon/South.Africa/Spain/Western.Sahara/United.States.of.America,native,1000,TL,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,
Synodus dermatogenys,37118003,Actinopterygii,Aulopiformes,Synodontidae,Synodontinae,Synodus,dermatogenys,Australia,Banded lizardfish,NW/TE,FL,0.00665,3.201,0,1,FishBase,Species specific,Ningaloo/Pilbara/SEQ,piscivore,,Least Concern,17.54,Australia/Comoros/Cook.Islands/French.Polynesia/Kiribati/Guam/Indonesia/Japan/Maldives/Oman/New.Caledonia/Norfolk.Island/Northern.Mariana.Islands/Micronesia.(Federated.States.of)/Marshall.Islands/Palau/Papua.New.Guinea/Philippines/R̩union/Somalia/South.Africa/Tonga,native,240,TL,4.2,1,higher carnivore,benthic,Hard bottom,Low,Day,1,22.27037,16,N,,,,,,,,,,,,,,,,,,,,,,,
Synodus indicus,37118009,Actinopterygii,Aulopiformes,Synodontidae,Synodontinae,Synodus,indicus,Australia,Indian lizardfish,NW,TL,0.00407,3.19,0,1.076512,FishBase,LWR estimates for this Genus-body shape,West/Southwest,,,,24.35,Australia/Sri.Lanka/Djibouti/India/Indonesia/Maldives/Mauritius/Mozambique/Philippines/Saudi.Arabia/Seychelles/Somalia/South.Africa/Thailand/Yemen,native,330,TL,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,
Synodus jaculum,37118015,Actinopterygii,Aulopiformes,Synodontidae,Synodontinae,Synodus,jaculum,Australia,Tailspot lizardfish,TE,TL,0.00407,3.19,0,1.068542,FishBase,LWR estimates for this Genus-body shape,NSW,generalist carnivore,,Least Concern,14.62,"Australia/Sri.Lanka/China/Comoros/French.Polynesia/Kiribati/Guam/Hong.Kong/India/Indonesia/Japan/Maldives/Mauritius/New.Caledonia/Micronesia.(Federated.States.of)/Palau/Papua.New.Guinea/Philippines/Seychelles/Viet.Nam/South.Africa/Tanzania,.United.Republic.of",native,200,TL,4,1.714286,higher carnivore,benthic,Hard bottom,Low,Day,1,21.41613,12,N,,,,,,,,,,,,,,,,,,,,,,,
Synodus sageneus,37118004,Actinopterygii,Aulopiformes,Synodontidae,Synodontinae,Synodus,sageneus,Australia,fishnet lizardfish,NW/N/CS,TL,0.00407,3.2,0,1.068542,FishBase,LWR estimates for this Genus-body shape,,,,,,,,260,TL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synodus variegatus,37118023,Actinopterygii,Aulopiformes,Synodontidae,Synodontinae,Synodus,variegatus,Australia,Variegated lizardfish,NW/SW/N/CS/TE/SE/Christmas.Island/Cocos.Keeling/Lord.Howe.Island,FL,0.00268,3.3,0,1,FishBase,Species specific,Ningaloo/Pilbara/Negros,piscivore,,Least Concern,29.57,"American.Samoa/Australia/Bahrain/Sri.Lanka/China/Christmas.Island/Cocos.(Keeling).Islands/Comoros/Mayotte/Cook.Islands/French.Polynesia/Djibouti/Kiribati/Guam/Hong.Kong/India/Indonesia/Israel/Japan/Jordan/Kenya/Korea.(Republic.of)/Kuwait/Madagascar/Malaysia/Maldives/Mauritius/Mozambique/Oman/New.Caledonia/New.Zealand/Niue/Norfolk.Island/Micronesia.(Federated.States.of)/Marshall.Islands/Palau/Papua.New.Guinea/Philippines/Pitcairn/Qatar/R̩union/Saudi.Arabia/Seychelles/Viet.Nam/Somalia/South.Africa/Tonga/United.Arab.Emirates/Egypt/Tanzania,.United.Republic.of/Samoa/Yemen",native,400,TL,4.2,1,higher carnivore,benthic,Hard bottom,Low,Day,1,24.31707,30,N,,,,,,,,,,,,,,,,,,,,,,,
Taeniamia melasma,37327084,Actinopterygii,Perciformes,Apogonidae,,Taeniamia,melasma,Australia,Blackspot cardinalfish,NW,TL,0.01122,3.04,,,FishBase,LWR estimates for this body shape,Ningaloo/Pilbara,invertebrate carnivore,,,10,Australia/Brunei.Darussalam/Indonesia/Papua.New.Guinea/Philippines,native,86,TL,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,
Taenianotus triacanthus,37287090,Actinopterygii,Scorpaeniformes,Scorpaenidae,,Taenianotus,triacanthus,Australia,Leaf scorpionfish,NW/N/CS/TE,TL,0.0123,3.02,0,1,FishBase,LWR estimates for this (Sub)family-body shape,,,,Least Concern,25.03,American.Samoa/Australia/Solomon.Islands/China/Christmas.Island/Mayotte/Cook.Islands/Fiji/French.Polynesia/Kiribati/Guam/India/Indonesia/Japan/Madagascar/Malaysia/Maldives/Mauritius/Mozambique/New.Caledonia/Northern.Mariana.Islands/Micronesia.(Federated.States.of)/Marshall.Islands/Palau/Papua.New.Guinea/Philippines/R̩union/Seychelles/South.Africa/Tonga/Samoa,native,100,TL,4.1,2.071429,benthic invertivore,benthic,Hard bottom,Medium,Day,1,,29,N,,,,,,,,,,,,,,,,,,,,,,,
Taenioides purpurascens,37428260,Actinopterygii,Perciformes,Gobiidae,,Taenioides,purpurascens,Australia,Purple eelgoby,CS/TE,TL,0.00427,3.02,,,FishBase,LWR estimates for this (Sub)family-body shape,,,,,41.71,Australia,native,230,TL,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,
Taeniura lymma,37035009,Elasmobranchii,Myliobatiformes,Dasyatidae,,Taeniura,lymma,Australia/Indonesia,Bluespotted fantail ray,NW,TL,0.00794,3.02,0,1,FishBase,LWR estimates for this (Sub)family-body shape,Timor/Ningaloo/Pilbara,,,Near Threatened,90,"Australia/Bahrain/Bangladesh/Solomon.Islands/Myanmar/Cambodia/Sri.Lanka/Mayotte/Fiji/Djibouti/India/Indonesia/Iran.(Islamic.Republic.of)/Japan/Jordan/Kenya/Kuwait/Madagascar/Malaysia/Maldives/Mozambique/Oman/New.Caledonia/Vanuatu/Pakistan/Papua.New.Guinea/Philippines/Qatar/Saudi.Arabia/Seychelles/Viet.Nam/Somalia/South.Africa/Thailand/United.Arab.Emirates/Egypt/Tanzania,.United.Republic.of/Yemen",native,350,WD,3.6,3,benthic invertivore,benthic,Hard bottom,Low,Day,1,26.56918,90,Y,B,,,,,,,,,,,,,,,,,,,,,,
Taeniurops meyeni,37035017,Elasmobranchii,Myliobatiformes,Dasyatidae,,Taeniurops,meyeni,Australia,Blotched fantail ray,CS/N/NW/TE/Christmas.Island/Lord.Howe.Island/Norfolk.Island,TL,0.00794,3.02,0,1,FishBase,LWR estimates for this (Sub)family-body shape,Ningaloo/Pilbara/SEQ,generalist carnivore,,Vulnerable,76.55,"Australia/Bahrain/Sri.Lanka/Mayotte/Cook.Islands/Fiji/French.Polynesia/Guam/India/Indonesia/Japan/Kenya/Kuwait/Madagascar/Malaysia/Maldives/Mauritius/Mozambique/Oman/New.Caledonia/Vanuatu/Norfolk.Island/Northern.Mariana.Islands/Micronesia.(Federated.States.of)/Marshall.Islands/Palau/Papua.New.Guinea/Philippines/Qatar/R̩union/Saudi.Arabia/Seychelles/Viet.Nam/Somalia/South.Africa/United.Arab.Emirates/Tanzania,.United.Republic.of/Yemen",native,3300,TL,4.2,3,higher carnivore,benthic,Hard bottom,Low,Day,1,24.3735,77,Y,B,,,,,,,,,,,,,,,,,,,,,,
Tathicarpus butleri,37210003,Actinopterygii,Lophiiformes,Antennariidae,Histiophryninae,Tathicarpus,butleri,Australia,Blackspot anglerfish,SW,TL,0.01995,3.01,0,1,FishBase,LWR estimates for this body shape,West/Southwest,,,,10,Australia/Indonesia/Papua.New.Guinea,native,140,TL,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,
Terapon jarbua,37321002,Actinopterygii,Perciformes,Terapontidae,,Terapon,jarbua,Australia,Crescent grunter,NW/N/CS/TE/SE/Lord.Howe.Island,FL,0.0748,2.524,0,1,FishBase,Species specific,Ningaloo/Pilbara,zooplanktivore,,Least Concern,36.94,"American.Samoa/Australia/Bahrain/Bangladesh/Solomon.Islands/Brunei.Darussalam/Myanmar/Cambodia/Sri.Lanka/China/Comoros/Mayotte/Fiji/Djibouti/Hong.Kong/India/Indonesia/Iran.(Islamic.Republic.of)/Iraq/Israel/Japan/Jordan/Kenya/Korea.(Republic.of)/Kuwait/Madagascar/Malaysia/Maldives/Mauritius/Mozambique/Oman/New.Caledonia/Vanuatu/Micronesia.(Federated.States.of)/Palau/Pakistan/Papua.New.Guinea/Philippines/Timor-Leste/Qatar/R̩union/Saudi.Arabia/Seychelles/Singapore/Viet.Nam/Somalia/South.Africa/Thailand/Tonga/United.Arab.Emirates/Egypt/Tanzania,.United.Republic.of/Samoa/Yemen",native,360,TL,3.9,3.75,benthic invertivore,Demersal,Soft sediment,Low,Day,2,,37,N,,,,,,,,,,,,,,,,,,,,,,,
