"","australian_source","caab","class","order","family","subfamily","genus","species","scientific_name","australian_common_name","global_region","marine_region","global_source","fb_code","fb_length_at_maturity_cm","fb_length_weight_measure","fb_a","fb_b","fb_a_ll","fb_b_ll","fb_length_weight_source","fb_vulnerability","fb_countries","fb_status","length_max_cm","length_max_type","length_max_source","fb_trophic_level","fb_trophic_level_se","fb_trophic_level_source","foa_min_depth","foa_max_depth","rls_trophic_group","rls_water_column","rls_substrate_type","rls_thermal_niche","local_source","epbc_threat_status","iucn_ranking","fishing_mortality","fishing_type","min_legal_nt","max_legal_nt","min_legal_wa","max_legal_wa","min_legal_qld","max_legal_qld","min_legal_nsw","max_legal_nsw","min_legal_vic","max_legal_vic","min_legal_sa","max_legal_sa","min_legal_tas","max_legal_tas"
"645","CAAB","37465086","Actinopterygii","Tetraodontiformes","Balistidae",NA,"Canthidermis","maculatus","Canthidermis maculatus","Whitespotted Triggerfish","Australia","N, TE, CS","FishBase","4278",NA,NA,0.0257,2.93,NA,NA,"Based on LWR estimates for this Sub-family-body shape.",40,"American Samoa, Argentina, Australia, Bahamas, Bermuda, Cape Verde, China, Chinese Taipei, Colombia, Cook Is., Costa Rica, Cuba, Ecuador, Galapagos Is., El Salvador, Fiji, French Guiana, French Polynesia, Guam, Guatemala, Honduras, Indonesia, Japan, Korea (South), Maldives, Mexico, Mozambique, New Caledonia, Nicaragua, North Marianas, Micronesia, Marshall Is., Palau, Panama, Papua New Guinea, Peru, Philippines, Timor-Leste, La Reunion Is., St Helena, Viet Nam, Somalia, South Africa, Suriname, Sweden, Thailand, Tonga, UK, Ascension I., USA, Hawaii, Samoa, Andaman Is., Cocos I. (C.R.), Ogasawara Is.","native",50,"TL","Fishbase","3.5","0.45","based on food items","1","110",NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","CAAB","37466004","Actinopterygii","Tetraodontiformes","Ostraciidae",NA,"Lactoria","cornuta","Lactoria cornuta","Longhorn Cowfish","Australia","NW, SW, N, TE, CS","FishBase","6399",NA,"TL",0.0275,2.709,0,1,"Species specific",36,"American Samoa, Australia, Sri Lanka, China, Chinese Taipei, Tuamotu Is., Marquesas Is., French Polynesia, Guam, Hong Kong, India, Indonesia, Japan, Kenya, Korea (South), Madagascar, Malaysia, Maldives, Mauritius, Mozambique, Oman, New Caledonia, Vanuatu, North Marianas, Micronesia, Palau, Papua New Guinea, Philippines, Timor-Leste, La Reunion Is., Seychelles, Viet Nam, Somalia, South Africa, Thailand, Tonga, Tanzania, Samoa, Andaman Is., Ogasawara Is., Lord Howe I.","native",46,NA,"Fishbase","3.5","0.37","based on food items",NA,NA,"benthic invertivore","Demersal","Hard bottom",19.181,"Harvey et al 2020",NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","CAAB","37466013","Actinopterygii","Tetraodontiformes","Ostraciidae",NA,"Ostracion","cubicus","Ostracion cubicus","Yellow Boxfish","Australia","SW, NW, N, TE, CS","FishBase","6555",NA,"FL",0.129,2.51949,0,1,"Species specific",35,"American Samoa, Australia, Bahrain, Myanmar, Cambodia, Sri Lanka, China, Chinese Taipei, Christmas I., Cocos Is. (Keel), Cook Is., Tuamotu Is., Marquesas Is., French Polynesia, Bassas da India, Guam, Hong Kong, India, Indonesia, Japan, Ryukyu Is., Jordan, Korea (South), Kuwait, Lebanon, Malaysia, Maldives, Mauritius, Mozambique, Oman, New Caledonia, Vanuatu, New Zealand, Kermadec Is., Norfolk I., North Marianas, Micronesia, Marshall Is., Palau, Papua New Guinea, Philippines, Timor-Leste, Qatar, La Reunion Is., Saudi Arabia, Seychelles, Viet Nam, South Africa, Thailand, Tonga, United Arab Em., Egypt, Chagos Is., Tanzania, Hawaii, Samoa, Yemen, Andaman Is., Ogasawara Is., Lord Howe I., Socotra Arch.","native",45,"TL","Fishbase","3.4","0.48","based on food items","1","50","benthic invertivore","Demersal","Hard bottom",23.93905,"Harvey et al 2020",NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","CAAB","37467004","Actinopterygii","Tetraodontiformes","Tetraodontidae","Tetraodontinae","Sphoeroides","pachygaster","Sphoeroides pachygaster","Balloonfish","Australia","NW, CS","FishBase","4296",NA,"TL",0.0612,2.713,NA,NA,"Species specific",39.41,"Albania, Algeria, American Samoa, Argentina, Australia, Barbados, Brazil, Canada, Cape Verde, Chile, Easter I., China, Chinese Taipei, Cyprus, France, French Guiana, Gabon, Greece, Guinea, Indonesia, Ireland, Israel, Italy, Japan, Korea (South), Malta, Mauritania, Mozambique, Namibia, New Caledonia, New Zealand, Kermadec Is., Philippines, Guinea-Bissau, St Helena, Sierra Leone, South Africa, Spain, Suriname, Tunisia, Turkey, UK, UK Engld Wal, Ascension I., USA, Hawaii, Uruguay, Samoa, Ogasawara Is.","native",40.5,"SL","Fishbase","4.2","0.73","based on food items","1","500",NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","CAAB","37467005","Actinopterygii","Tetraodontiformes","Tetraodontidae","Tetraodontinae","Arothron","firmamentum","Arothron firmamentum","Starry Toadfish","Australia","NW, SE, TE","FishBase","14568",NA,NA,0.03715,2.86,NA,NA,"Based on LWR estimates for this Genus-body shape.",32.7,"Argentina, Australia, China, Chinese Taipei, Japan, Korea (South), New Caledonia, New Zealand, South Africa, Ogasawara Is.","native",43,"SL","Fishes of Australia","3.4","0.5","based on size and trophs of closest relative","1","365",NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","CAAB","37467007","Actinopterygii","Tetraodontiformes","Tetraodontidae","Tetraodontinae","Lagocephalus","sceleratus","Lagocephalus sceleratus","Silver Toadfish","Australia","NW, SE, N, SW, CS, TE","FishBase","4761",42.6999988555908,"TL",0.0133,2.99,0,1.0262199640274,"Species specific",40.34,"Algeria, American Samoa, Australia, Bahrain, China, Chinese Taipei, Croatia, Cyprus, Djibouti, Greece, Hong Kong, Indonesia, Israel, Italy, Japan, Jordan, Korea (South), Kuwait, Lebanon, Libya, Madagascar, Malaysia, Maldives, Mauritius, Mozambique, Oman, New Caledonia, Palau, Papua New Guinea, Philippines, Qatar, La Reunion Is., Saudi Arabia, Viet Nam, South Africa, Thailand, Tonga, United Arab Em., Tunisia, Turkey, Egypt, Samoa, Andaman Is., Ogasawara Is., Socotra Arch.","native",110,NA,"Fishbase","3.7","0.4","based on diet studies",NA,NA,NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern","Y","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","CAAB","37467008","Actinopterygii","Tetraodontiformes","Tetraodontidae","Tetraodontinae","Lagocephalus","inermis","Lagocephalus inermis","Smooth Golden Toadfish","Australia","NW, N, TE, CS","FishBase","8068",30,"TL",0.025,2.95,0,1,"Species specific",35.78,"Australia, Myanmar, China, Chinese Taipei, Hong Kong, India, Indonesia, Iran, Japan, Korea (South), Mozambique, Papua New Guinea, Philippines, South Africa, Andaman Is.","native",90,"SL","Fishbase","3.9","0.4","based on size and trophs of closest relative","2","200",NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","CAAB","37467012","Actinopterygii","Tetraodontiformes","Tetraodontidae","Tetraodontinae","Lagocephalus","lunaris","Lagocephalus lunaris","Rough Golden Toadfish","Australia","NW, N, TE, CS","FishBase","8263",NA,"TL",0.0185,2.901,0,1.06805002689362,"Species specific",41.96,"Australia, Bahrain, China, Chinese Taipei, Hong Kong, India, Indonesia, Iran, Iraq, Japan, Korea (South), Kuwait, Malaysia, Mauritius, Oman, Papua New Guinea, Philippines, Qatar, Saudi Arabia, Viet Nam, South Africa, Thailand, United Arab Em., Andaman Is., Socotra Arch.","native",45,"SL","Fishbase","3.7","0.4","based on size and trophs of closest relative","5","150",NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","CAAB","37467014","Actinopterygii","Tetraodontiformes","Tetraodontidae","Tetraodontinae","Arothron","stellatus","Arothron stellatus","Starry Puffer","Australia","NW, N, TE, CS","FishBase","6526",NA,"TL",0.0947,2.664,0,1,"Species specific",72,"American Samoa, Australia, Bahrain, Cambodia, Sri Lanka, China, Chinese Taipei, Tuamotu Is., Marquesas Is., French Polynesia, Djibouti, Guam, Hong Kong, India, Indonesia, Iran, Iraq, Japan, Jordan, Korea (South), Kuwait, Malaysia, Maldives, Mauritius, Mozambique, Oman, New Caledonia, New Zealand, Niue, North Marianas, Micronesia, Marshall Is., Palau, Papua New Guinea, Philippines, Timor-Leste, Qatar, La Reunion Is., Saudi Arabia, Seychelles, Viet Nam, South Africa, Thailand, Tonga, United Arab Em., Egypt, Tanzania, Samoa, Yemen, Andaman Is., Ogasawara Is., Lord Howe I., Socotra Arch.","native",120,"TL","Fishbase","3.7","0.2","based on diet studies","1","61","benthic invertivore","Demersal","Hard bottom",24.954,"Harvey et al 2020",NA,"Least Concern","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","CAAB","37467021","Actinopterygii","Tetraodontiformes","Tetraodontidae","Tetraodontinae","Arothron","reticularis","Arothron reticularis","Reticulate Toadfish","Australia","CS, TE, NW, N","FishBase","6594",NA,"TL",0.0359,2.952,0,1,"Species specific",41.96,"Australia, Chinese Taipei, Hong Kong, India, Indonesia, Japan, Ryukyu Is., Malaysia, New Caledonia, Micronesia, Palau, Papua New Guinea, Philippines, Thailand, Andaman Is.","native",45,"SL","Fishbase","3.4","0.5","based on size and trophs of closest relative","1","53",NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","CAAB","37467023","Actinopterygii","Tetraodontiformes","Tetraodontidae","Tetraodontinae","Lagocephalus","lagocephalus","Lagocephalus lagocephalus","Ocean Puffer","Australia","CS, NW, N, SW, TE","FishBase","4292",NA,"TL",0.0066,3.302,0,1.01881498098373,"Species specific",44.4,"Algeria, Bermuda, Brazil, Canada, Cape Verde, China, Colombia, Cook Is., Costa Rica, Cuba, Ecuador, Galapagos Is., El Salvador, France, Greece, Guam, Guatemala, Honduras, India, Indonesia, Italy, Japan, Korea (South), Lebanon, Maldives, Malta, Mauritania, Mauritius, Mexico, Mozambique, Namibia, New Zealand, Nicaragua, Palau, Panama, Madeira Is., Azores Is., La Reunion Is., St Helena, Senegal, South Africa, Spain, Syria, Turkey, UK, USA, Hawaii, Ogasawara Is.",NA,61,"TL","Fishbase","3.7","0.40","based on food items","10","476",NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","CAAB","37467033","Actinopterygii","Tetraodontiformes","Tetraodontidae","Tetraodontinae","Arothron","hispidus","Arothron hispidus","Stars-and-stripes Puffer","Australia","SW, NW, N, TE, CS","FishBase","5425",NA,"TL",0.057,2.801,0,1,"Species specific",40,"Australia, Solomon Is., Cambodia, Sri Lanka, China, Chinese Taipei, Christmas I., Cocos Is. (Keel), Cook Is., Costa Rica, Ecuador, Galapagos Is., El Salvador, Fiji, Tuamotu Is., French Polynesia, Bassas da India, Greece, Guam, Guatemala, Honduras, Hong Kong, India, Indonesia, Japan, Jordan, Korea (South), Madagascar, Maldives, Mauritius, Mexico, Mozambique, Oman, New Caledonia, Vanuatu, Nicaragua, North Marianas, Micronesia, Marshall Is., Palau, Panama, Papua New Guinea, Philippines, Timor-Leste, La Reunion Is., Saudi Arabia, Seychelles, Viet Nam, South Africa, Thailand, Tonga, Egypt, Tanzania, Hawaii, Samoa, Andaman Is., Ogasawara Is., Lord Howe I., Socotra Arch.","native",50,"TL","Fishbase","3.2","0.0","based on diet studies","1","50","benthic invertivore","Demersal","Hard bottom",22.71338,"Harvey et al 2020",NA,"Least Concern","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","CAAB","37467066","Actinopterygii","Tetraodontiformes","Tetraodontidae","Tetraodontinae","Arothron","caeruleopunctatus","Arothron caeruleopunctatus","Bluespotted Puffer","Australia","CS, NW","FishBase","13051",NA,NA,0.03715,2.86,NA,NA,"Based on LWR estimates for this Genus-body shape.",52,"Australia, Indonesia, Japan, Maldives, Mauritius, New Caledonia, Marshall Is., Palau, Papua New Guinea, Philippines, La Reunion Is.","native",80,"TL","Fishbase","3.5","0.5","based on size and trophs of closest relative","2","50","benthic invertivore","Demersal","Hard bottom",NA,"Harvey et al 2020",NA,"Least Concern","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","CAAB","37468001","Actinopterygii","Tetraodontiformes","Triodontidae",NA,"Triodon","macropterus","Triodon macropterus","Threetooth Puffer","Australia","N, CS, TE","FishBase","4505",NA,NA,0.01995,3.01,NA,NA,"Based on all LWR estimates for this body shape.",41.6,"American Samoa, Australia, Myanmar, China, Chinese Taipei, Fiji, Guam, Indonesia, Japan, Korea (South), Mauritius, Mozambique, New Caledonia, North Marianas, Philippines, La Reunion Is., Viet Nam, Tonga, Tuvalu, Chagos Is., Samoa, Ogasawara Is.","native",54,"TL","Fishbase","3.1","0.27","based on food items","30","300",NA,NA,NA,NA,"Harvey et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","CAAB","37469002","Actinopterygii","Tetraodontiformes","Diodontidae",NA,"Allomycterus","pilatus","Allomycterus pilatus","Australian Burrfish","Australia","SE, SW, TE","FishBase","14573",NA,NA,0.04677,2.82,NA,NA,"Based on LWR estimates for this Sub-family-body shape.",40,"Australia, New Zealand","native",50,"TL","Fishbase","3.6","0.4","based on size and trophs of closest relative","5","320",NA,NA,NA,NA,"Harvey et al 2020",NA,"Data Deficient","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","CAAB","37469005","Actinopterygii","Tetraodontiformes","Diodontidae",NA,"Diodon","holocanthus","Diodon holocanthus","Freckled Porcupinefish","Australia","NW, SW, N, TE, CS","FishBase","4659",NA,"TL",0.0219,3,0,1,"Species specific",27.15,"Australia, Bahamas, Brazil, Virgin Is. (UK), Canada, Cape Verde, Cayman Is., Sri Lanka, Chile, Easter I., China, Chinese Taipei, Colombia, Cuba, Ecuador, Galapagos Is., Guam, Haiti, Hong Kong, India, Indonesia, Jamaica, Japan, Korea (North), Korea (South), Malaysia, Martinique, Mauritius, Mexico, Oman, Namibia, New Caledonia, Nicaragua, Micronesia, Palau, Panama, Papua New Guinea, Philippines, Pitcairn, Guinea-Bissau, Timor-Leste, Puerto Rico, La Reunion Is., St Helena, St Lucia, Sao Tome Princ., Saudi Arabia, Seychelles, Viet Nam, Somalia, South Africa, Thailand, Tonga, Trinidad Tobago, Ascension I., USA, Hawaii, Virgin Is. (US), Yemen, Andaman Is., Ogasawara Is., Lord Howe I., Trind. M.Vaz Is., Socotra Arch.","native",50,"TL","Fishbase","3.9","0.2","based on diet studies","3","100","benthic invertivore","Demersal","Hard bottom",23.175,"Harvey et al 2020",NA,"Least Concern","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","CAAB","37469014","Actinopterygii","Tetraodontiformes","Diodontidae",NA,"Chilomycterus","reticulatus","Chilomycterus reticulatus","Spotfin Porcupinefish","Australia","NW, N, CS","FishBase","10206",NA,NA,0.04677,2.82,NA,NA,"Based on LWR estimates for this Sub-family-body shape.",19.78,"Australia, Bermuda, Brazil, Cape Verde, Chile, Easter I., China, Chinese Taipei, Colombia, Comoros, Costa Rica, Cuba, Ecuador, Galapagos Is., El Salvador, Guatemala, Guinea, Honduras, Indonesia, Japan, Korea (South), Maldives, Mauritania, Mauritius, Mexico, Namibia, New Caledonia, Nicaragua, North Marianas, Micronesia, Palau, Panama, Peru, Portugal, Madeira Is., Guinea-Bissau, La Reunion Is., St Helena, Sao Tome Princ., Somalia, South Africa, Spain, Tonga, Ascension I., Tanzania, USA, Hawaii, Ogasawara Is.","native",75,"TL","Fishes of Australia","3.5","0.41","based on food items","1","140","benthic invertivore","Demersal","Hard bottom",NA,"Harvey et al 2020",NA,"Least Concern","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","CAAB","37469015","Actinopterygii","Tetraodontiformes","Diodontidae",NA,"Diodon","hystrix","Diodon hystrix","Spotted Porcupinefish","Australia","CS, Lord Howe, Cocos Islands, Christmas Island, NW, SW, N, TE","FishBase","1022",NA,"TL",0.532,2.276,0,1,"Species specific",56.4,"American Samoa, Antigua Barbuda, Australia, Bahamas, Barbados, Bermuda, Brazil, Belize, Virgin Is. (UK), Myanmar, Cape Verde, Cayman Is., Chile, Easter I., China, Chinese Taipei, Christmas I., Cocos Is. (Keel), Colombia, Cook Is., Costa Rica, Cuba, Dominica, Dominican Rp, Ecuador, Galapagos Is., El Salvador, Fiji, French Guiana, French Polynesia, Bassas da India, Greece, Grenada, Guadeloupe, Guam, Guatemala, Guinea, Guyana, Haiti, Honduras, Hong Kong, India, Indonesia, Israel, Italy, Jamaica, Japan, Jordan, Malaysia, Maldives, Martinique, Mauritius, Mexico, Montserrat, Mozambique, Oman, Namibia, Curaçao I., Aruba, New Caledonia, Vanuatu, New Zealand, Kermadec Is., Nicaragua, Niue, Norfolk I., North Marianas, Micronesia, Marshall Is., Palau, Panama, Papua New Guinea, Peru, Philippines, Pitcairn, Madeira Is., Guinea-Bissau, Timor-Leste, Puerto Rico, La Reunion Is., St Kitts Nevis, Anguilla, St Lucia, St Vincent Gren., Sao Tome Princ., Seychelles, Viet Nam, Somalia, South Africa, Spain, Suriname, Thailand, Tonga, Trinidad Tobago, Turkey, Turks Caicos Is., Egypt, Ascension I., Chagos Is., Tanzania, USA, Hawaii, Virgin Is. (US), Venezuela, Wallis Futuna, Samoa, St Paul's Rocks, Andaman Is., Ogasawara Is., Lord Howe I., Trind. M.Vaz Is.","native",91,"TL","Fishbase","3.7","0.0","based on diet studies","1","50","benthic invertivore","Demersal","Hard bottom",24.41452,"Harvey et al 2020",NA,"Least Concern","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","CAAB","37469016","Actinopterygii","Tetraodontiformes","Diodontidae",NA,"Diodon","liturosus","Diodon liturosus","Blackblotched Porcupinefish","Australia","NW, N, TE, CS","FishBase","6552",NA,NA,0.04677,2.82,NA,NA,"Based on LWR estimates for this Sub-family-body shape.",46,"American Samoa, Australia, Cambodia, China, Chinese Taipei, Christmas I., Cook Is., Tahiti, Tuamotu Is., French Polynesia, Djibouti, Guam, Guinea, Indonesia, Japan, Malaysia, Maldives, Mozambique, Oman, New Caledonia, Niue, North Marianas, Micronesia, Marshall Is., Palau, Papua New Guinea, Philippines, Timor-Leste, La Reunion Is., Seychelles, Viet Nam, South Africa, Tonga, Tanzania, Wake I., Samoa, Yemen, Andaman Is., Ogasawara Is., Socotra Arch.","native",65,NA,"Fishbase","3.5","0.37","based on food items",NA,NA,"benthic invertivore","Demersal","Hard bottom",NA,"Harvey et al 2020",NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","CAAB","37470001","Actinopterygii","Tetraodontiformes","Molidae",NA,"Mola","alexandrini","Mola alexandrini","Short Sunfish","Australia","SW, SE, TE","FishBase","26423",NA,NA,0.02512,3.01,NA,NA,"Based on LWR estimates for this Sub-family-body shape.",90,"Australia, Chile, Chinese Taipei, Galapagos Is., Japan, Oman, New Zealand, Kermadec Is., South Africa, Spain, Turkey","native",330,NA,"Fishes of Australia","3.8","0.6","based on size and trophs of closest relative","0","5000",NA,NA,NA,NA,"Harvey et al 2020",NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","CAAB","37470002","Actinopterygii","Tetraodontiformes","Molidae",NA,"Mola","mola","Mola mola","Ocean Sunfish","Australia","SW, SE, TE","FishBase","1732",NA,"TL",0.0454,3.05,NA,NA,"Species specific",66.61,"Albania, Algeria, Angola, Antigua Barbuda, Argentina, Australia, Bahamas, Bahrain, Bangladesh, Barbados, Bermuda, Brazil, Belize, Solomon Is., Virgin Is. (UK), Myanmar, Cameroon, Canada, Cape Verde, Cayman Is., Sri Lanka, Chile, Juan Fernández, China, Chinese Taipei, Christmas I., Cocos Is. (Keel), Colombia, Congo, Cook Is., Costa Rica, Cuba, Benin, Denmark, Dominica, Dominican Rp, Ecuador, El Salvador, Eq Guinea, France, Gabon, Gambia, Germany, Ghana, Gibraltar, Greece, Grenada, Guadeloupe, Guam, Guatemala, Guinea, Haiti, Honduras, Hong Kong, Iceland, India, Indonesia, Iran, Ireland, Italy, Ivory Coast, Jamaica, Japan, Kenya, Korea (South), Kuwait, Lebanon, Liberia, Madagascar, Malaysia, Maldives, Malta, Martinique, Mauritania, Mauritius, Mexico, Montserrat, Morocco, Mozambique, Namibia, Curaçao I., Aruba, New Caledonia, New Zealand, Kermadec Is., Nicaragua, Nigeria, Norway, North Marianas, Micronesia, Marshall Is., Pakistan, Panama, Papua New Guinea, Peru, Philippines, Portugal, Madeira Is., Azores Is., Guinea-Bissau, Puerto Rico, Qatar, La Reunion Is., St Helena, St Kitts Nevis, Anguilla, St Lucia, St Vincent Gren., Saudi Arabia, Senegal, Sierra Leone, Singapore, Viet Nam, Slovenia, Somalia, South Africa, Spain, Sweden, Syria, Thailand, Togo, Trinidad Tobago, United Arab Em., Tunisia, Turkey, Turks Caicos Is., Egypt, UK, Isle of Man, Tanzania, USA, Alaska, Hawaii, Virgin Is. (US), Uruguay, Andaman Is., Ogasawara Is.","native",333,NA,"Fishbase","3.3","0.43","based on food items",NA,NA,"benthic invertivore","pelagic non-site attached","Hard bottom",NA,"Harvey et al 2020",NA,"Vulnerable","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","CAAB","37470003","Actinopterygii","Tetraodontiformes","Molidae",NA,"Masturus","lanceolatus","Masturus lanceolatus","Sharptail Sunfish","Australia","SW, SE","FishBase","10207",NA,"SL",0.99,2.45,NA,NA,"Species specific",70.15,"Australia, Brazil, Cape Verde, China, Chinese Taipei, Cuba, Galapagos Is., Japan, Jordan, Korea (South), Malaysia, Maldives, Mauritius, New Caledonia, New Zealand, Papua New Guinea, Philippines, Madeira Is., Senegal, Seychelles, Viet Nam, South Africa, Canary Is., USA, Hawaii","native",337,"TL","Fishbase","3.8","0.6","based on diet studies","0","670",NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","CAAB","37470004","Actinopterygii","Tetraodontiformes","Molidae",NA,"Ranzania","laevis","Ranzania laevis","Slender Sunfish","Australia","SW, CS","FishBase","1750",NA,"TL",0.22501,2.5071,NA,NA,"Species specific",60,"Albania, Algeria, Australia, Bosnia Herzegov., Brazil, Cape Verde, Chile, China, Chinese Taipei, Colombia, Cook Is., Costa Rica, Croatia, Cuba, Cyprus, Ecuador, El Salvador, France, Gibraltar, Greece, Guatemala, Honduras, Iraq, Ireland, Israel, Italy, Japan, Kuwait, Lebanon, Libya, Madagascar, Malta, Martinique, Mauritius, Mexico, Monaco, Montenegro, Morocco, New Caledonia, New Zealand, Kermadec Is., Nicaragua, Panama, Peru, Philippines, Pitcairn, Portugal, Madeira Is., Puerto Rico, La Reunion Is., Senegal, Sierra Leone, Slovenia, South Africa, Spain, Syria, Tunisia, Turkey, Egypt, UK, UK Engld Wal, UK Scotland, UK No Ireld, Channel Is., Isle of Man, USA, Hawaii, Uruguay, Venezuela","native",100,"TL","Fishbase","3.7","0.47","based on food items","0","300",NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
